secs,km,alt
1275,8.86118,600.2
1276,8.86788,600.5
1277,8.87458,600.8
1278,8.88128,601.1
1279,8.88798,601.4
1280,8.89468,601.55
1281,8.90138,601.7
1282,8.90808,601.85
1283,8.91478,602
1284,8.92148,602.15
1285,8.92818,602.3
1286,8.93489,602.45
1287,8.94159,602.6
1288,8.94793,603.067
1289,8.95428,603.533
1290,8.96062,604
1291,8.97014,604.4
1292,8.97966,604.8
1293,8.98697,605.25
1294,8.99429,605.7
1295,9.0016,606.15
1296,9.00891,606.6
1297,9.01476,606.76
1298,9.02061,606.92
1299,9.02645,607.08
1300,9.0323,607.24
1301,9.03815,607.4
1302,9.04546,607.65
1303,9.05278,607.9
1304,9.06009,608.15
1305,9.0674,608.4
1306,9.07486,609.4
1307,9.08232,610.4
1308,9.08885,611.067
1309,9.09539,611.733
1310,9.10192,612.4
1311,9.1086,612.95
1312,9.11528,613.5
1313,9.12196,614.05
1314,9.12864,614.6
1315,9.13532,614.9
1316,9.142,615.2
1317,9.14868,615.5
1318,9.15536,615.8
1319,9.16427,616.2
1320,9.17317,616.6
1321,9.18208,617
1322,9.18866,618.1
1323,9.19523,619.2
1324,9.2012,619.64
1325,9.20717,620.08
1326,9.21313,620.52
1327,9.2191,620.96
1328,9.22507,621.4
1329,9.23342,621.9
1330,9.24177,622.4
1331,9.25011,622.9
1332,9.25846,623.4
1333,9.26387,623.95
1334,9.26928,624.5
1335,9.27468,625.05
1336,9.28009,625.6
1337,9.2871,626.2
1338,9.29411,626.8
1339,9.30112,627.4
1340,9.31403,629.2
1341,9.3204,630.8
1342,9.3259,631.267
1343,9.33141,631.733
1344,9.33691,632.2
1345,9.34516,632.8
1346,9.35342,633.4
1347,9.36167,634.4
1348,9.36928,635.2
1349,9.37517,635.8
1350,9.38022,636.4
1351,9.39116,636.8
1352,9.39663,637
1353,9.4021,637.2
1354,9.41141,637.6
1355,9.41529,637.8
1356,9.42589,638.6
1357,9.43176,639.6
1358,9.43398,640.2
1359,9.4468,641.6
1360,9.45106,642.4
1361,9.45393,643.4
1362,9.46307,644.2
1363,9.47107,645.2
1364,9.47766,645.533
1365,9.48425,645.867
1366,9.49084,646.2
1367,9.49704,646.6
1368,9.50325,647
1369,9.51371,649.2
1370,9.5213,651.2
1371,9.5282,653
1372,9.53299,654.6
1373,9.53729,655.4
1374,9.54794,656.2
1375,9.55575,656.467
1376,9.56356,656.733
1377,9.57137,657
1378,9.57753,657.2
1379,9.5837,657.4
1380,9.58986,657.6
1381,9.59602,657.667
1382,9.60219,657.733
1383,9.60835,657.8
1384,9.61574,658.1
1385,9.62313,658.4
1386,9.63157,659
1387,9.63678,659.4
1388,9.64679,660.4
1389,9.65502,660.8
1390,9.65901,661
1391,9.663,661.2
1392,9.67192,661.8
1393,9.68085,662.2
1394,9.68991,662.6
1395,9.69483,662.667
1396,9.69974,662.733
1397,9.70466,662.8
1398,9.71272,663.2
1399,9.7205,663.6
1400,9.7314,664.6
1401,9.73645,664.8
1402,9.74151,665
1403,9.75087,665.4
1404,9.75555,666
1405,9.76336,666.2
1406,9.77116,666.4
1407,9.77792,666.6
1408,9.78467,666.8
1409,9.79143,667
1410,9.79814,667.267
1411,9.80484,667.533
1412,9.81155,667.8
1413,9.81826,668.067
1414,9.82496,668.333
1415,9.83167,668.6
1416,9.83813,668.867
1417,9.84458,669.133
1418,9.85104,669.4
1419,9.85777,669.667
1420,9.8645,669.933
1421,9.87123,670.2
1422,9.87796,670.4
1423,9.88469,670.6
1424,9.89142,670.8
1425,9.90148,671.3
1426,9.91154,671.8
1427,9.91825,672.067
1428,9.92495,672.333
1429,9.93166,672.6
1430,9.93832,672.8
1431,9.94497,673
1432,9.95162,673.2
1433,9.95828,673.4
1434,9.96493,673.5
1435,9.97159,673.6
1436,9.97824,673.7
1437,9.98489,673.8
1438,9.99155,673.95
1439,9.9982,674.1
1440,10.0049,674.25
1441,10.0115,674.4
1442,10.0185,674.8
1443,10.0255,675.2
1444,10.0314,676
1445,10.0394,676.8
1446,10.0464,677
1447,10.0534,677.2
1448,10.0605,677.4
1449,10.0675,677.6
1450,10.0745,677.7
1451,10.0815,677.8
1452,10.0885,677.9
1453,10.0955,678
1454,10.1025,678.15
1455,10.1095,678.3
1456,10.1165,678.45
1457,10.1235,678.6
1458,10.1305,678.7
1459,10.1375,678.8
1460,10.1445,678.9
1461,10.1515,679
1462,10.1582,679.2
1463,10.1649,679.4
1464,10.1716,679.6
1465,10.1783,679.667
1466,10.1849,679.733
1467,10.1916,679.8
1468,10.1982,680
1469,10.2047,680.2
1470,10.2113,680.4
1471,10.2215,680.6
1472,10.2317,680.8
1473,10.2352,681
1474,10.2387,681.2
1475,10.2462,681.2
1476,10.2538,681.2
1477,10.2613,681.2
1478,10.2713,681.2
1479,10.2761,681.1
1480,10.2808,681
1481,10.2941,680.2
1482,10.2998,680.08
1483,10.3056,679.96
1484,10.3113,679.84
1485,10.317,679.72
1486,10.3227,679.6
1487,10.3299,679.5
1488,10.337,679.4
1489,10.3442,679.3
1490,10.3514,679.2
1491,10.3599,678.867
1492,10.3685,678.533
1493,10.3771,678.2
1494,10.3833,677.9
1495,10.3895,677.6
1496,10.3957,677.3
1497,10.4019,677
1498,10.4081,676.85
1499,10.4143,676.7
1500,10.4205,676.55
1501,10.4267,676.4
1502,10.4349,676.2
1503,10.4432,676
1504,10.4515,675.8
1505,10.4577,674.6
1506,10.465,674
1507,10.4724,673.4
1508,10.4798,673.05
1509,10.4872,672.7
1510,10.4946,672.35
1511,10.5019,672
1512,10.5078,671.88
1513,10.5137,671.76
1514,10.5196,671.64
1515,10.5255,671.52
1516,10.5314,671.4
1517,10.5381,670.9
1518,10.551,669.4
1519,10.5566,669.2
1520,10.5622,669
1521,10.5679,668.8
1522,10.5735,668.6
1523,10.5791,668.4
1524,10.5861,668.25
1525,10.5932,668.1
1526,10.6002,667.95
1527,10.6072,667.8
1528,10.6143,667.7
1529,10.6213,667.6
1530,10.6283,667.5
1531,10.6368,667
1532,10.6434,666.9
1533,10.65,666.8
1534,10.6566,666.7
1535,10.6632,666.6
1536,10.672,666.533
1537,10.6807,666.467
1538,10.6895,666.4
1539,10.6961,666.4
1540,10.7027,666.4
1541,10.7093,666.4
1542,10.7159,666.4
1543,10.7232,666.35
1544,10.7305,666.3
1545,10.7378,666.25
1546,10.7451,666.2
1547,10.7503,666.2
1548,10.7555,666.2
1549,10.765,666
1550,10.7704,666
1551,10.7759,666
1552,10.7863,665.8
1553,10.7919,665.6
1554,10.7983,665.4
1555,10.805,665
1556,10.8152,664
1557,10.8188,663.6
1558,10.8224,663.2
1559,10.8334,662.2
1560,10.8384,661.8
1561,10.8435,661.4
1562,10.8562,660.2
1563,10.8616,659.867
1564,10.867,659.533
1565,10.8732,658
1566,10.8814,657.6
1567,10.8895,657.2
1568,10.8976,656.8
1569,10.9029,656.2
1570,10.9083,655.6
1571,10.9161,653.2
1572,10.9231,652
1573,10.9299,651.533
1574,10.9367,651.067
1575,10.9436,650.6
1576,10.9499,650.133
1577,10.9563,649.667
1578,10.9626,649.2
1579,10.9739,648
1580,10.9796,646.8
1581,10.9843,644.6
1582,10.9923,643.6
1583,11.0019,642.8
1584,11.0069,642.4
1585,11.0119,642
1586,11.0187,641.733
1587,11.0254,641.467
1588,11.0367,640.6
1589,11.0435,640.4
1590,11.0503,640.2
1591,11.0518,639.8
1592,11.0608,639.6
1593,11.0666,639.5
1594,11.0791,639.2
1595,11.0853,639.2
1596,11.09,639.2
1597,11.0948,639.2
1598,11.1033,639.267
1599,11.1117,639.333
1600,11.1202,639.4
1601,11.1251,639.4
1602,11.1325,639.5
1603,11.1399,639.6
1604,11.1467,639.667
1605,11.1535,639.733
1606,11.1603,639.8
1607,11.1688,639.8
1608,11.1745,640
1609,11.1801,640.2
1610,11.1869,640.267
1611,11.1937,640.333
1612,11.2005,640.4
1613,11.2074,640.4
1614,11.2142,640.4
1615,11.221,640.4
1616,11.229,640.467
1617,11.237,640.533
1618,11.245,640.6
1619,11.248,640.8
1620,11.2546,640.8
1621,11.2612,640.8
1622,11.2677,640.8
1623,11.2776,640.8
1624,11.2875,640.8
1625,11.2931,640.8
1626,11.2988,640.8
1627,11.3052,640.8
1628,11.3108,640.8
1629,11.3199,640.8
1630,11.3291,640.6
1631,11.3345,640.6
1632,11.3399,640.6
1633,11.3453,640.6
1634,11.3502,640.6
1635,11.3601,640.4
1636,11.3664,640.4
1637,11.3727,640.4
1638,11.3791,640.4
1639,11.3857,640.4
1640,11.3923,640.4
1641,11.4056,640.6
1642,11.4111,640.6
1643,11.4167,640.6
1644,11.4223,640.6
1645,11.4278,640.6
1646,11.4349,640.5
1647,11.4421,640.4
1648,11.449,640.4
1649,11.456,640.4
1650,11.463,640.4
1651,11.47,640.4
1652,11.4781,640.2
1653,11.4876,640
1654,11.4948,639
1655,11.5022,638.7
1656,11.5096,638.4
1657,11.5163,638
1658,11.523,637.6
1659,11.5279,637.1
1660,11.535,635.6
1661,11.5409,634.4
1662,11.5475,634
1663,11.5542,633.6
1664,11.5608,633.2
1665,11.5669,632.6
1666,11.5731,632
1667,11.5853,630.6
1668,11.5926,630
1669,11.6,629.4
1670,11.605,629
1671,11.61,628.6
1672,11.6149,628.2
1673,11.6234,627
1674,11.6305,626.667
1675,11.6376,626.333
1676,11.6448,626
1677,11.6523,625.8
1678,11.6598,625.6
1679,11.6673,625.4
1680,11.6749,625.2
1681,11.6796,624
1682,11.6853,623.8
1683,11.691,623.6
1684,11.7033,623.2
1685,11.7062,623
1686,11.7172,623
1687,11.7239,622.96
1688,11.7306,622.92
1689,11.7374,622.88
1690,11.7441,622.84
1691,11.7508,622.8
1692,11.7582,622.8
1693,11.7655,622.8
1694,11.771,622.8
1695,11.7765,622.8
1696,11.7826,622.8
1697,11.7888,622.8
1698,11.7972,622.6
1699,11.8045,622.5
1700,11.8118,622.4
1701,11.8205,622.2
1702,11.8291,622
1703,11.8349,621.867
1704,11.8407,621.733
1705,11.8465,621.6
1706,11.8533,621.467
1707,11.8602,621.333
1708,11.867,621.2
1709,11.8738,621.133
1710,11.8807,621.067
1711,11.8875,621
1712,11.8938,620.7
1713,11.9002,620.4
1714,11.9079,620
1715,11.9156,619.6
1716,11.9228,619.4
1717,11.9299,619.2
1718,11.937,619
1719,11.9442,618.8
1720,11.9514,618
1721,11.9578,617.667
1722,11.9642,617.333
1723,11.9705,617
1724,11.9769,616.867
1725,11.9833,616.733
1726,11.9924,615.8
1727,11.9991,615.6
1728,12.0058,615.4
1729,12.0126,615.2
1730,12.0193,615
1731,12.0261,614.8
1732,12.036,614.2
1733,12.0415,613.8
1734,12.047,613.4
1735,12.0543,613.2
1736,12.0616,613
1737,12.0689,612.8
1738,12.0762,612.6
1739,12.0844,612.2
1740,12.0896,612.1
1741,12.0947,612
1742,12.1023,611.8
1743,12.1099,611.7
1744,12.1175,611.6
1745,12.128,611.6
1746,12.1323,611.6
1747,12.141,611.6
1748,12.1474,611.4
1749,12.1556,611.4
1750,12.1598,611.4
1751,12.164,611.4
1752,12.1743,611.4
1753,12.1818,611.35
1754,12.1893,611.3
1755,12.1969,611.25
1756,12.2044,611.2
1757,12.2092,610.8
1758,12.2169,610.667
1759,12.2245,610.533
1760,12.2322,610.4
1761,12.238,610.35
1762,12.2438,610.3
1763,12.2496,610.25
1764,12.2553,610.2
1765,12.2623,610
1766,12.273,609.2
1767,12.2777,608.4
1768,12.2858,606.6
1769,12.2904,606.1
1770,12.2949,605.6
1771,12.3027,604.9
1772,12.3104,604.2
1773,12.3223,602.8
1774,12.3282,602.4
1775,12.3342,602
1776,12.3401,601.6
1777,12.3475,599.6
1778,12.3566,598
1779,12.3621,597.4
1780,12.3676,596.8
1781,12.373,596.2
1782,12.38,595.75
1783,12.3869,595.3
1784,12.3939,594.85
1785,12.4008,594.4
1786,12.4077,594.15
1787,12.4147,593.9
1788,12.4216,593.65
1789,12.4286,593.4
1790,12.4378,592.5
1791,12.4471,591.6
1792,12.4538,591.067
1793,12.4605,590.533
1794,12.4673,590
1795,12.4744,589.55
1796,12.4816,589.1
1797,12.4888,588.65
1798,12.496,588.2
1799,12.5027,587.6
1800,12.5094,587
1801,12.5162,586.4
1802,12.5221,585
1803,12.5273,584.4
1804,12.5326,583.8
1805,12.544,582.6
1806,12.5496,582.1
1807,12.5581,580.8
1808,12.5626,580.2
1809,12.5709,579.8
1810,12.5793,579.4
1811,12.5865,579.2
1812,12.5918,579.1
1813,12.5972,579
1814,12.6022,578.8
1815,12.6121,578.8
1816,12.6168,578.8
1817,12.6214,578.8
1818,12.6307,578.8
1819,12.64,578.8
1820,12.6462,578.8
1821,12.6524,578.8
1822,12.6616,578.8
1823,12.6668,578.8
1824,12.672,578.8
1825,12.6773,578.8
1826,12.6842,578.8
1827,12.6911,578.8
1828,12.7039,578.8
1829,12.7068,579
1830,12.7145,579
1831,12.7237,579.4
1832,12.7323,579.4
1833,12.7366,579.6
1834,12.7409,579.8
1835,12.7513,580
1836,12.7565,580.1
1837,12.7617,580.2
1838,12.7684,580.333
1839,12.775,580.467
1840,12.7816,580.6
1841,12.7916,580.7
1842,12.8015,580.8
1843,12.807,581
1844,12.8125,581.2
1845,12.8187,581.6
1846,12.8267,581.7
1847,12.8348,581.8
1848,12.84,582.2
1849,12.8505,582.4
1850,12.8547,582.6
1851,12.859,582.8
1852,12.8683,583
1853,12.8746,583
1854,12.8845,583
1855,12.8884,583
1856,12.8923,583
1857,12.9024,582.8
1858,12.9074,582.6
1859,12.9142,582.2
1860,12.9235,581.6
1861,12.9309,581.2
1862,12.94,580.6
1863,12.9446,580.3
1864,12.9491,580
1865,12.9591,579.4
1866,12.9641,579
1867,12.9692,578.6
1868,12.9765,578.45
1869,12.9839,578.3
1870,12.9912,578.15
1871,12.9986,578
1872,13.0059,577.95
1873,13.0133,577.9
1874,13.0207,577.85
1875,13.028,577.8
1876,13.0362,577.4
1877,13.0422,577.2
1878,13.0482,577
1879,13.055,576.867
1880,13.0617,576.733
1881,13.0685,576.6
1882,13.074,576.4
1883,13.0812,576.4
1884,13.0883,576.4
1885,13.0954,576.4
1886,13.1025,576.4
1887,13.1096,576.35
1888,13.1167,576.3
1889,13.1238,576.25
1890,13.1309,576.2
1891,13.1378,576.2
1892,13.1447,576.2
1893,13.1516,576.2
1894,13.1585,576.2
1895,13.1654,576.2
1896,13.1723,576.2
1897,13.1793,576.2
1898,13.1862,576.2
1899,13.1954,576.2
1900,13.2027,576.2
1901,13.2104,576.2
1902,13.2162,576.2
1903,13.2221,576.2
1904,13.2299,576.133
1905,13.2376,576.067
1906,13.2453,576
1907,13.2516,575.9
1908,13.2579,575.8
1909,13.2643,575.7
1910,13.2706,575.6
1911,13.2772,575.533
1912,13.2837,575.467
1913,13.2903,575.4
1914,13.2971,575.267
1915,13.3038,575.133
1916,13.3106,575
1917,13.3174,574.88
1918,13.3242,574.76
1919,13.331,574.64
1920,13.3379,574.52
1921,13.3447,574.4
1922,13.3524,574.2
1923,13.3601,574
1924,13.3678,573.8
1925,13.3755,573.667
1926,13.3832,573.533
1927,13.3909,573.4
1928,13.3975,573.133
1929,13.4041,572.867
1930,13.4107,572.6
1931,13.4183,571.6
1932,13.4249,571.35
1933,13.4315,571.1
1934,13.4382,570.85
1935,13.4448,570.6
1936,13.4514,570.45
1937,13.458,570.3
1938,13.4646,570.15
1939,13.4713,570
1940,13.4788,569.533
1941,13.4864,569.067
1942,13.494,568.6
1943,13.5007,568.36
1944,13.5074,568.12
1945,13.5142,567.88
1946,13.5209,567.64
1947,13.5276,567.4
1948,13.5343,567.24
1949,13.5411,567.08
1950,13.5478,566.92
1951,13.5545,566.76
1952,13.5613,566.6
1953,13.568,566.44
1954,13.5747,566.28
1955,13.5814,566.12
1956,13.5882,565.96
1957,13.5949,565.8
1958,13.6024,565.4
1959,13.6099,565
1960,13.6174,564.6
1961,13.6249,564.2
1962,13.6324,564
1963,13.6399,563.8
1964,13.6474,563.6
1965,13.6549,563.4
1966,13.6609,563.24
1967,13.6669,563.08
1968,13.6729,562.92
1969,13.6789,562.76
1970,13.6849,562.6
1971,13.6924,562.4
1972,13.6999,562.2
1973,13.7074,562
1974,13.7149,561.8
1975,13.7224,561.6
1976,13.7299,561.4
1977,13.7374,561.2
1978,13.7449,561
1979,13.7509,560.84
1980,13.7569,560.68
1981,13.7629,560.52
1982,13.7689,560.36
1983,13.7749,560.2
1984,13.7823,559.667
1985,13.7897,559.133
1986,13.7972,558.6
1987,13.806,557.8
1988,13.8148,557
1989,13.8215,556.64
1990,13.8282,556.28
1991,13.8349,555.92
1992,13.8415,555.56
1993,13.8482,555.2
1994,13.8549,555
1995,13.8615,554.8
1996,13.8682,554.6
1997,13.8749,554.4
1998,13.8816,554.2
1999,13.8882,554.04
2000,13.8949,553.88
2001,13.9016,553.72
2002,13.9083,553.56
2003,13.9149,553.4
2004,13.9217,552.8
2005,13.9284,552.2
2006,13.9351,551.6
2007,13.9418,551.267
2008,13.9486,550.933
2009,13.9553,550.6
2010,13.9643,550
2011,13.9732,549.4
2012,13.9822,548.8
2013,13.9889,548.5
2014,13.9957,548.2
2015,14.0024,547.9
2016,14.0091,547.6
2017,14.0154,547
2018,14.0216,546.4
2019,14.0278,545.8
2020,14.0341,545.467
2021,14.0403,545.133
2022,14.0465,544.8
2023,14.0545,544.35
2024,14.0625,543.9
2025,14.0705,543.45
2026,14.0785,543
2027,14.0849,542.8
2028,14.0913,542.6
2029,14.0977,542.4
2030,14.1041,542.2
2031,14.1105,542
2032,14.1187,541.1
2033,14.1269,540.2
2034,14.1335,539.667
2035,14.1402,539.133
2036,14.1468,538.6
2037,14.1544,536.8
2038,14.1606,536.4
2039,14.1668,536
2040,14.1731,535.6
2041,14.1793,535.2
2042,14.1872,534.3
2043,14.1951,533.4
2044,14.2018,532.867
2045,14.2086,532.333
2046,14.2154,531.8
2047,14.2224,531.267
2048,14.2294,530.733
2049,14.2364,530.2
2050,14.2435,529.933
2051,14.2505,529.667
2052,14.2575,529.4
2053,14.2641,528.933
2054,14.2706,528.467
2055,14.2771,528
2056,14.2874,526.6
2057,14.2939,526.133
2058,14.3004,525.667
2059,14.307,525.2
2060,14.3148,524.6
2061,14.3227,524
2062,14.3284,523.6
2063,14.3341,523.2
2064,14.3397,522.8
2065,14.3491,521.8
2066,14.3529,521
2067,14.3593,520.8
2068,14.3657,520.6
2069,14.3722,520.4
2070,14.3786,520.2
2071,14.3872,520.067
2072,14.3957,519.933
2073,14.4043,519.8
2074,14.4078,519.2
2075,14.417,518.6
2076,14.4261,517.8
2077,14.4328,517.4
2078,14.4375,516.8
2079,14.4436,516.5
2080,14.4498,516.2
2081,14.4617,515.6
2082,14.4678,515.333
2083,14.474,515.067
2084,14.4801,514.8
2085,14.486,514.533
2086,14.4918,514.267
2087,14.4977,514
2088,14.5043,513
2089,14.511,512.4
2090,14.5214,510.6
2091,14.5296,509.9
2092,14.5377,509.2
2093,14.5446,508.88
2094,14.5514,508.56
2095,14.5582,508.24
2096,14.5651,507.92
2097,14.5719,507.6
2098,14.5787,507.44
2099,14.5856,507.28
2100,14.5924,507.12
2101,14.5992,506.96
2102,14.6061,506.8
2103,14.6135,506
2104,14.621,505.2
2105,14.6271,504.667
2106,14.6332,504.133
2107,14.6393,503.6
2108,14.6457,502.2
2109,14.6513,501.6
2110,14.6569,501
2111,14.6637,500.6
2112,14.6705,500.2
2113,14.6795,498.8
2114,14.6861,498.533
2115,14.6928,498.267
2116,14.6994,498
2117,14.7058,497.6
2118,14.713,497.4
2119,14.7257,498
2120,14.7304,498.267
2121,14.7351,498.533
2122,14.7455,499.6
2123,14.7526,500.2
2124,14.7596,500.8
2125,14.7611,502
2126,14.7708,502.7
2127,14.7805,503.4
2128,14.787,503.667
2129,14.7935,503.933
2130,14.8,504.2
2131,14.808,505.4
2132,14.814,506.1
2133,14.82,506.8
2134,14.8272,507.2
2135,14.8344,507.6
2136,14.8415,508
2137,14.8493,508.5
2138,14.857,509
2139,14.863,509.3
2140,14.869,509.6
2141,14.8751,509.9
2142,14.8811,510.2
2143,14.8881,510.6
2144,14.8952,511
2145,14.9023,511.15
2146,14.9093,511.3
2147,14.9164,511.45
2148,14.927,512.2
2149,14.9338,512.24
2150,14.9406,512.28
2151,14.9473,512.32
2152,14.9541,512.36
2153,14.9609,512.4
2154,14.9667,512.45
2155,14.9725,512.5
2156,14.9784,512.55
2157,14.9842,512.6
2158,14.991,512.667
2159,14.9978,512.733
2160,15.0046,512.8
2161,15.0141,512.8
2162,15.0236,512.8
2163,15.0304,512.733
2164,15.0372,512.667
2165,15.044,512.6
2166,15.0506,512.467
2167,15.0572,512.333
2168,15.0638,512.2
2169,15.068,511.8
2170,15.0772,511.6
2171,15.0863,511.4
2172,15.0922,511.2
2173,15.0981,511
2174,15.104,510.8
2175,15.1089,510.2
2176,15.1177,509.9
2177,15.1265,509.6
2178,15.1324,509.533
2179,15.1383,509.467
2180,15.1442,509.4
2181,15.1521,509.2
2182,15.1599,509
2183,15.1678,508.8
2184,15.1737,508.75
2185,15.1796,508.7
2186,15.1855,508.65
2187,15.1915,508.6
2188,15.1997,508.5
2189,15.208,508.4
2190,15.2163,508.3
2191,15.2245,508.2
2192,15.2318,508.067
2193,15.2391,507.933
2194,15.2464,507.8
2195,15.2518,507.75
2196,15.2573,507.7
2197,15.2627,507.65
2198,15.2682,507.6
2199,15.2775,507.6
2200,15.2868,507.6
2201,15.295,507.6
2202,15.3021,507.8
2203,15.3089,507.6
2204,15.3161,507.4
2205,15.3232,507
2206,15.3297,506
2207,15.3364,505.8
2208,15.343,505.6
2209,15.3494,505.4
2210,15.3558,505.2
2211,15.3617,505
2212,15.3676,504.8
2213,15.3776,504.8
2214,15.3843,504.867
2215,15.3909,504.933
2216,15.3975,505
2217,15.4043,505.067
2218,15.4111,505.133
2219,15.419,505.8
2220,15.4253,506
2221,15.4315,506.2
2222,15.4377,506.4
2223,15.4458,509
2224,15.452,509.32
2225,15.4583,509.64
2226,15.4645,509.96
2227,15.4707,510.28
2228,15.4769,510.6
2229,15.4847,510.85
2230,15.4925,511.1
2231,15.5003,511.35
2232,15.5081,511.6
2233,15.5157,512.2
2234,15.5234,512.8
2235,15.531,513.4
2236,15.5367,513.65
2237,15.5425,513.9
2238,15.5482,514.15
2239,15.554,514.4
2240,15.5616,514.9
2241,15.5692,515.4
2242,15.5768,515.9
2243,15.5844,516.4
2244,15.5915,517
2245,15.5985,517.6
2246,15.6056,518.2
2247,15.6123,518.8
2248,15.6189,519.4
2249,15.6256,520
2250,15.6318,520.45
2251,15.638,520.9
2252,15.6442,521.35
2253,15.6504,521.8
2254,15.6585,522.5
2255,15.6666,523.2
2256,15.6743,523.6
2257,15.6819,524
2258,15.6896,524.4
2259,15.6969,524.65
2260,15.7043,524.9
2261,15.7117,525.15
2262,15.7191,525.4
2263,15.7259,525.56
2264,15.7327,525.72
2265,15.7395,525.88
2266,15.7462,526.04
2267,15.753,526.2
2268,15.7586,526.467
2269,15.7642,526.733
2270,15.7698,527
2271,15.7776,527.267
2272,15.7853,527.533
2273,15.793,527.8
2274,15.8007,528.1
2275,15.8085,528.4
2276,15.8152,528.667
2277,15.8218,528.933
2278,15.8285,529.2
2279,15.8362,529.5
2280,15.8439,529.8
2281,15.8507,529.96
2282,15.8574,530.12
2283,15.8641,530.28
2284,15.8708,530.44
2285,15.8775,530.6
2286,15.8848,530.867
2287,15.8921,531.133
2288,15.8994,531.4
2289,15.9048,531.5
2290,15.9103,531.6
2291,15.9158,531.7
2292,15.9212,531.8
2293,15.93,532.067
2294,15.9388,532.333
2295,15.9476,532.6
2296,15.9542,532.7
2297,15.9608,532.8
2298,15.9674,532.9
2299,15.974,533
2300,15.9822,533.8
2301,15.989,534.2
2302,15.9958,534.6
2303,16.0004,535
2304,16.0049,535.4
2305,16.0116,535.667
2306,16.0183,535.933
2307,16.0249,536.2
2308,16.0345,536.6
2309,16.0449,537.6
2310,16.0521,537.867
2311,16.0592,538.133
2312,16.0663,538.4
2313,16.0716,538.5
2314,16.077,538.6
2315,16.0823,538.7
2316,16.0877,538.8
2317,16.0945,539.1
2318,16.1031,540
2319,16.1123,540.3
2320,16.1216,540.6
2321,16.1254,541.2
2322,16.1321,541.8
2323,16.1376,542.1
2324,16.144,543
2325,16.1517,543.8
2326,16.1576,544.6
2327,16.1654,545.4
2328,16.1738,546.2
2329,16.1837,548.2
2330,16.1909,548.7
2331,16.198,549.2
2332,16.2019,549.8
2333,16.2058,550.4
2334,16.2153,551.4
2335,16.2228,551.7
2336,16.2302,552
2337,16.2377,552.3
2338,16.2452,552.6
2339,16.249,553.8
2340,16.2562,554.4
2341,16.2633,555
2342,16.2728,556
2343,16.2799,556.4
2344,16.2871,556.8
2345,16.2942,557.2
2346,16.3013,557.4
2347,16.3085,557.6
2348,16.3156,557.8
2349,16.3203,558.3
2350,16.3251,558.8
2351,16.3317,559.8
2352,16.3426,560.6
2353,16.3464,561.2
2354,16.3524,561.5
2355,16.3584,561.8
2356,16.3666,562.4
2357,16.3755,562.6
2358,16.3822,562.8
2359,16.3902,563
2360,16.3958,563
2361,16.403,562.8
2362,16.4106,562.8
2363,16.416,562.7
2364,16.4215,562.6
2365,16.4315,562.6
2366,16.4394,562.6
2367,16.4472,562.6
2368,16.455,562.6
2369,16.4616,562.6
2370,16.4682,562.6
2371,16.4748,562.6
2372,16.4814,562.6
2373,16.488,562.6
2374,16.4945,562.64
2375,16.501,562.68
2376,16.5075,562.72
2377,16.514,562.76
2378,16.5205,562.8
2379,16.5286,562.933
2380,16.5367,563.067
2381,16.5448,563.2
2382,16.5506,563.5
2383,16.5563,563.8
2384,16.5627,564.067
2385,16.569,564.333
2386,16.5754,564.6
2387,16.5846,565.4
2388,16.5909,565.6
2389,16.5973,565.8
2390,16.6036,566
2391,16.61,566.2
2392,16.6163,566.4
2393,16.6246,566.65
2394,16.6329,566.9
2395,16.6412,567.15
2396,16.6495,567.4
2397,16.6534,567.9
2398,16.6573,568.4
2399,16.6643,569.2
2400,16.6742,569.8
2401,16.6833,570.2
2402,16.6896,570.4
2403,16.696,570.6
2404,16.7016,571
2405,16.7083,571.05
2406,16.715,571.1
2407,16.7216,571.15
2408,16.7283,571.2
2409,16.7371,571.3
2410,16.746,571.4
2411,16.7513,571.5
2412,16.7566,571.6
2413,16.7646,571.8
2414,16.7727,571.8
2415,16.7775,572
2416,16.7822,572.2
2417,16.791,572.3
2418,16.7997,572.4
2419,16.805,572.7
2420,16.8102,573
2421,16.8216,573.6
2422,16.8282,573.8
2423,16.8348,574
2424,16.8414,574.2
2425,16.848,574.4
2426,16.8544,574.667
2427,16.8607,574.933
2428,16.867,575.2
2429,16.8762,576.2
2430,16.8819,576.7
2431,16.8875,577.2
2432,16.8946,577.5
2433,16.9016,577.8
2434,16.9087,578.1
2435,16.9158,578.4
2436,16.925,579.4
2437,16.9309,580
2438,16.9369,580.6
2439,16.9435,581
2440,16.9501,581.4
2441,16.9566,581.8
2442,16.9665,582.4
2443,16.9763,583
2444,16.9778,584.2
2445,16.9852,584.533
2446,16.9926,584.867
2447,17,585.2
2448,17.0074,585.4
2449,17.0148,585.6
2450,17.0222,585.8
2451,17.0291,586.1
2452,17.036,586.4
2453,17.043,586.7
2454,17.0499,587
2455,17.0568,587.1
2456,17.0637,587.2
2457,17.0707,587.3
2458,17.0776,587.4
2459,17.085,587.7
2460,17.0924,588
2461,17.0998,588.3
2462,17.1071,588.6
2463,17.113,588.72
2464,17.119,588.84
2465,17.1249,588.96
2466,17.1308,589.08
2467,17.1367,589.2
2468,17.1447,589.533
2469,17.1527,589.867
2470,17.1607,590.2
2471,17.1669,590.467
2472,17.173,590.733
